Título,Descripción,Duración,Enlace
El Doctor y Sus Mujeres,"Un guapo ginecólogo (Richard Gere) en medio de una crisis de la mediana edad, tiene dificultades con su familia, así como con su propia vida.",2hr 2 min,https://pluto.tv/on-demand/movies/65c51db844bc6e0013dc573c
La Vida Oscura del Gran Duque de Corcega,"En 1221, un joven emprende el camino para convertirse en San Francisco de Asís. Mil años después, un arquitecto debe construir un mausoleo para un multimillonario moribundo. Las vidas de estos hombres cambiarán para siempre por una pandemia.",1hr 33 min,https://pluto.tv/on-demand/movies/65c391221ffdb000139e0796
El Deseo de Charlie,"Un veterano militar regresa a casa después de estar ausente por estrés postraumático. Con su nuevo perro, descubre en medio de la Navidad un nuevo propósito en su vida: ayudar a los exmilitares que necesitan ayuda",1hr 38 min,https://pluto.tv/on-demand/movies/65d3b61603fa7400139ec291
A Long Way Down,"En la víspera de Año Nuevo en Londres, cuatro extraños se encuentran en el techo de un edificio conocido por los suicidios.",1hr 36 min,https://pluto.tv/on-demand/movies/64f6185188887a0013ddd468
Miss Arizona,La ex-Miss Arizona ahora es un ama de casa atrapada en un matrimonio infeliz hasta que conoce a un grupo de mujeres empoderadas en un refugio para mujeres.,1hr 34 min,https://pluto.tv/on-demand/movies/64ed096e177f700013d92733
Ping Pong en el Verano,Unas vacaciones familiares durante el verano de 1985 lo cambian todo para un adolescente obsesionado con el ping pong.,1hr 31 min,https://pluto.tv/on-demand/movies/64d3bda88f763a0013d4de3c
Accidental Blessing,"Beatriz, una psicóloga fallida, huye a la casa de su infancia para escapar de los cargos de fraude, solo para descubrir que su peculiar tía ha convertido la propiedad en una escuela secundaria.",1hr 27 min,https://pluto.tv/on-demand/movies/64b991ce63158100133052f5
Prosthesis,"Marcos, un creador de prótesis con un pasado traumático, encuentra un cadáver en su laboratorio. Mientras decide qué hacer con el cadáver, tendrá que hacer malabarismos con su extraña vida familiar.",1hr 31 min,https://pluto.tv/on-demand/movies/64b9877cab3edd0013fec7e9
Mejor Solo Que Mal Acompañado,"Neal quería volar a Chicago para pasar el Día de Acción de Gracias con su familia. Pero solo consigue problemas. Problemas causados por Del Griffith, un vendedor gritón que lleva a Neal en un viaje salvaje.",1hr 32 min,https://pluto.tv/on-demand/movies/5e9f000b57d2e0001a099a01
Los Fantasmas Contraatacan,"Frank Cross es un cruel ejecutivo de televisión con las cualidades perfectas de un Scrooge de los tiempos modernos. Antes de que termine la noche, lo visitarán tres fantasmas del pasado, el presente y el futuro.",1hr 41 min,https://pluto.tv/on-demand/movies/5e5d43e54698db001ab20da6
Viaje Censurado,Cuatro amigos emprenden un viaje de 3000 kilómetros para recuperar un video ilícito enviado por error a una amiga.,1hr 33 min,https://pluto.tv/on-demand/movies/5e5d43d74698db001ab20c10
Noches de Reventón,"Parecería que Steve y Doug nunca serán tan geniales como para entrar a la disco Roxbury, hasta que tienen un pequeño accidente con su modelo a seguir, que siempre va al club, Richard Grieco. Para evitar una denuncia, Grieco se hace amigo de ellos.",1hr 22 min,https://pluto.tv/on-demand/movies/5e9f001157d2e0001a099a81
Héroes fuera de órbita,"Casi veinte años después de que se canceló el programa de televisión de culto Galaxy Quest, una especie alienígena pide ayuda al elenco de para salvar el universo.",1hr 42 min,https://pluto.tv/on-demand/movies/5e5d7977e3406e0013955fc1
Atraccion Mortal,Tres chicas dictan las normas y costumbres en una universidad americana. Pero la dictadura del trío se ve amenazada por la llegada de una nueva estudiante con el porte de James Dean y el sarcasmo de Marlon Brando.,1hr 43 min,https://pluto.tv/on-demand/movies/64764223662d03001b22197d
Tuff Turf El Rebelde,El chico nuevo en la escuela debe luchar contra una pandilla de matones callejeros después de robar a la niña del líder de la pandilla.,1hr 51 min,https://pluto.tv/on-demand/movies/641c7e904f1ca3001a87ab6b
La Última Oportunidad,"Vanesa, una joven, decide darse la última oportunidad de encontrar el amor en cada una de sus peculiares citas que le organizan sus amigos o que encuentra en las redes sociales. Lo que no sabe Vanesa es que el amor se encuentra donde menos te lo esperas.",1hr 9 min,https://pluto.tv/on-demand/movies/64f5e012f64f1800137f3da3
Knucklehead,"Después de incurrir en una gran deuda con un cabecilla criminal local, Eddie Sullivan crea un plan para hacerse rico rápidamente y recluta a un gentil gigante llamado Walter como su cómplice involuntario.",1hr 40 min,https://pluto.tv/on-demand/movies/64ecaf6be675cb0013548f68
iSuper Secreto!,Nick Rivers (Val Kilmer) es una estrella de rock de los años 50 con un gran movimiento de cadera y su mirada puesta en Hillary.,1hr 30 min,https://pluto.tv/on-demand/movies/5e5ec2565c7c10001a60ac10
Fool Proof,Un ingenioso trío de ladrones disfrazados debe luchar por sus vidas y el botín cuando un verdadero criminal maestro los chantajea para que planifiquen y ejecuten un atraco de $20 millones. Protagonizada por Ryan Reynolds.,1hr 34 min,https://pluto.tv/on-demand/movies/5fa45f3c6492fa001d027443
10 Year,"Un grupo de amigos se reúnen diez años después de haber dejado el instituto Channing Tatum interpreta a Jake, un chico profundamente enamorado de su novia, hasta se reencuentra con su amor de secundaria .",1hr 40 min,https://pluto.tv/on-demand/movies/6311121637c5800013b6aec2
Pretty in Pink,"Ella es una chica de la secundaria del lado equivocado de la ciudad. Él es el galán rico que la invita al baile de graduación. Pero con la misma velocidad que crece su romance, crece la amenaza de la dolorosa presión de los pares.",1hr 36 min,https://pluto.tv/on-demand/movies/5e6153757ac957001af5e798
Medidas Desesperadas,El dueño de un club nocturno en apuros recurre a medidas desesperadas para pagar a un usurero,1hr 20 min,https://pluto.tv/on-demand/movies/63ade9514da5ab0013089086
Chance,"Toña y Paquita trabajan como empleadas domésticas internas en los Gonzales-Dubois, una familia aristocrática de Panamá. Durante mucho tiempo han sido maltratados y mal pagados.",1hr 31 min,https://pluto.tv/on-demand/movies/64b98b380a21a3001312ce7b
Los Inadaptados,"Después de ser víctima de una broma humillante de la abeja reina de la escuela secundaria, las mejores amigas y geeks Mindy y Jodi, deciden vengarse uniendo a los marginados de la escuela contra ella y su círculo de amigos.",1hr 34 min,https://pluto.tv/on-demand/movies/63adf5fe86acfd001364a49e
Adult World,Amy cree estar destinada a ser poeta. Acepta un trabajo mientras busca una tutoría con un escritor solitario.,1hr 33 min,https://pluto.tv/on-demand/movies/636910d29debef0013b26234
Sin aliento,Un ama de casa de Texas se convierte en asesina después de descubrir que su marido tiene pensado perpetrar un atraco para beneficiarse él solo.,1hr 31 min,https://pluto.tv/on-demand/movies/62fe960ba0cb07001acd2d84
Mi amigo Harley,"Harley, un PSI con buenos orígenes, se lesiona en una carrera y queda impedido para volver a correr. Un ranchero y su hija lo descubren, e intentan convertirlo en un campeón aunque sea en otra disciplina",1hr 25 min,https://pluto.tv/on-demand/movies/62d7ff2280410e0013d7ed46
Fugly!,"En la víspera de su boda, un exitoso escritor viaja por todo el país para reunirse con ex amantes en un intento de enmendar las transgresiones de relaciones pasadas.",1hr 26 min,https://pluto.tv/on-demand/movies/62d7ff2a80410e0013d7ef2e
De tal padre tal hijo,Un padre y un hijo que viajan de Victoria a Cape York para cumplir su ambición de toda la vida de pescar en el extremo norte de Australia.,1hr 41 min,https://pluto.tv/on-demand/movies/62d7ff2f80410e0013d7f022
No deberías besar a la novia,"Un fotógrafo de mascotas se ve lanzado a la acción, la aventura y el romance, cuando se ve obligado a casarse con una chica de Croacia y a pasar su luna de miel en un resort tropical remoto donde es secuestrado",1hr 38 min,https://pluto.tv/on-demand/movies/62fff59a42b796001bc26e07
La Gloria para un Tonto,Un soldado alemán es asesinado y el comandante nazi amenaza con matar a las diez personas más significativas del pueblo si no aparece el culpable. Entonces piden a Ipu que se sacrifique por el resto.,1hr 21 min,https://pluto.tv/on-demand/movies/62d6ff3cd7fb2b001382bcc6
Una fiesta salvaje,El chico más popular del campus conoce a una hermosa periodista que le hace darse cuenta de que tal vez tiene miedo de graduarse.,1hr 33 min,https://pluto.tv/on-demand/movies/6310ffce6e998c0013313625
Para Ser Honesto,"Nueva York. Frank mide su éxito por los trajes de Armani que lleva; su compañero Josh, un hippie convencido, regresa a casa de sus padres y se ve forzado a trabajar para superar los problemas económicos de su familia.",1hr 27 min,https://pluto.tv/on-demand/movies/63c15fb44da5ab00130f08b7
Solitary Man,"Ben, de cincuenta y tantos años, ex capitalista de su propio negocio de ventas de automóviles, recientemente ha pasado por tiempos difíciles, luchando por recuperar su carrera y tenerlo en las riendas.",1hr 26 min,https://pluto.tv/on-demand/movies/5e555cbf5c7c10001a5f69e7
Solo para hombres,"Tres hombres tienen diferentes problemas con sus parejas. Para no ser molestados, han creado un lugar secreto dentro de una sala de calderas solo para hombres. El Männerhort.",1hr 34 min,https://pluto.tv/on-demand/movies/609ae6f450ae750013ec4b43
Operación Ultra,"Mike y Phoebe son jovenes aburridos de un pequeño pueblo estadounidense. Sus dias se tratan de consumir drogas, cometer delitos menores y meterse en problemas en la calle.",1hr 35 min,https://pluto.tv/on-demand/movies/6141f435bce9e900135a5c47
Petunia,"Los hermanos Charlie, Adrian y Michael intentan desaprender todo lo que sus padres psicoanalistas les han enseñado sobre la vida, mientras su unidad familiar se tambalea al borde del colapso.",1hr 52 min,https://pluto.tv/on-demand/movies/5fd3c13e0983410013dce52d
Hometown Remedy,Una cirujana regresa a casa para la celebración de la alcaldía de su padre y encuentra un romance con el compasivo médico soltero de la ciudad.,1hr 26 min,https://pluto.tv/on-demand/movies/66ab9d5d3653a600136370cf
Hampstead,Una viuda americana encuentra un amor inesperado con un hombre que vive salvajemente en Hampstead Heath cuando se enfrentan a los promotores que quieren destruir su casa.,1hr 42 min,https://pluto.tv/on-demand/movies/66a94d4a94a184001341573f
Amor en línea,"Pierre, viudo y jubilado, no ha salido de su casa en dos años. Él descubre las alegrías del Internet gracias a Alex, un joven contratado por su hija para enseñarle los conceptos básicos de los ordenadores.",1hr 40 min,https://pluto.tv/on-demand/movies/65c38fba04045f00135dbd29
Amor Rebelde,Un grupo de amigos vive en Londres creando arte y disfrutando de un estilo de vida ocioso y acelerado.,1hr 26 min,https://pluto.tv/on-demand/movies/6317a28a04308c00135f41f2
La Chica de mis Sueños,"La estafadora Rosalyn Willoughby en Hollywood y el titiritero Fletcher McBracken en San Antonio tienen el mismo sueño, que los une. Él viaja a Los Ángeles para encontrarla, pero al principio ella se resiste.",1hr 50 min,https://pluto.tv/on-demand/movies/64132abf3603f9001a16b41c
¿Cómo diablos le hace?,"Una comedia centrada en la vida de Kate Reddy, una ejecutiva financiera que es el sostén de su esposo y sus dos hijos.",1hr 29 min,https://pluto.tv/on-demand/movies/63adec2288bc2000134d0f13
El encanto de la bestia,"Una versión moderna de la historia de ""La Bella y la Bestia"", donde un adolescente de Nueva York se transforma en un monstruo espantoso para encontrar el amor verdadero.",1hr 26 min,https://pluto.tv/on-demand/movies/63adc4c18ba71d0013eaf5eb
Sobre Nosotros,"Una joven pareja vuelve a visitar el lugar donde pasaron su luna de miel ocho años antes, en un esfuerzo por revivir el problemático matrimonio",1hr 37 min,https://pluto.tv/on-demand/movies/65d4eb819255690013921035
Laws Of Attraction,"Audrey Woods y Daniel Rafferty, dos prominentes abogados de divorcio, han visto cientos de casos en los que el amor ha tomado la dirección más desastrosa, ¿acaso?",1hr 30 min,https://pluto.tv/on-demand/movies/65cfb24b03625d001338cc8a
Un pedazo de mi corazón,"Isabella visita su ciudad natal para celebrar el cumpleaños de su padre. Allí, se reencuentra con su vieja amiga Molly, que ahora se ha hecho cargo de la antigua pandilla y, peor aún, está comprometida con Simon, el ex de Isabella.",1hr 53 min,https://pluto.tv/on-demand/movies/65cfb0b84927ad00145b07ec
Por siempre a tu lado,"'Un plan para enamorarse (Amor, boda y matrimonio)' es una comedia romántica que tiene por protagonista a una consejera matrimonial recién casada. Su cometido en la vida es preocuparse por la felicidad conyugal de otras parejas.",1hr 30 min,https://pluto.tv/on-demand/movies/5f7b86b6e4b56900138b72bf
It Had To Be You,Dos desconocidos se conocen y se enamoran durante el fin de semana en la cual planean sus respectivas bodas.,1hr 36 min,https://pluto.tv/on-demand/movies/648896420f02ce00135ed7c1
Obsesión,Durante su despedida de soltera; Carmen conoce a Kit; un extraño que reaviva las pasiones dentro de ella. A medida que se acerca su boda; se encuentra luchando por mantenerse alejada de Kit.,1hr 31 min,https://pluto.tv/on-demand/movies/65c5180fd22ce50014328cb1
Noche de Reyes,"La duodécima noche o Lo que ustedes quieran, título alternativo de Shakespeare, es la descripción adecuada de una obra que parece serlo todo para todos: una escandalosa comedia que incluye a algunos de los personajes más inolvidables del poeta.",2hr 14 min,https://pluto.tv/on-demand/movies/65561961727df0001a7e3e64
Poderosa Afrodita,"Cuando descubre que su hijo adoptivo es un genio, un periodista deportivo de Nueva York busca a la madre biológica del niño: una tonta estrella porno y prostituta.",1hr 34 min,https://pluto.tv/on-demand/movies/64f5dd45ccaa290013dd10f0
